"","W1GrssyrHH","W1wrk1aMP","W1condur5MP","W1hea2MP","W1NoldBroHS","W1InCarHH","W1hous12HH","W1usevcHH","W1hiqualmum","W1hiqualdad","W1wrkfulldad","W1wrkfullmum","W1empsmum","W1empsdad","IndSchool","W1marstatmum","W1depkids","W1famtyp2","W1nssecfam","W1ethgrpYP","W1heposs9YP","W1hwndayYP","W1truantYP","W1alceverYP","W1bulrc","W1disabYP","W1yschat1","W2ghq12scr","W2disc1YP","W2depressYP","W4AlcFreqYP","W4CannTryYP","W4NamesYP","W4RacismYP","W4empsYP","W4schatYP","W4Childck1YP","W5JobYP","W5EducYP","W5Apprent1YP","W6JobYP","W6UnivYP","W6EducYP","W6Apprent1YP","W6acqno","W6gcse","W6als","W6OwnchiDV","W6Childliv","W6DebtattYP","W8DGHQSC","W8DMARSTAT","W8TENURE","W8DACTIVITY","W8QDEB2"
"2385",30160,3,1,2,0,1,2,1,9,"9","1",2,2,"1",0,2,2,0,4,1,2,2,2,1,2,3,32,0,2,1,"3",1,1,2,2,11,"Missing",1,"2","2","1",1,"Missing","Missing",9,4,4,2,"Missing",6,1,"1","4",1,3500
"2386",49400,1,1,2,0,1,2,1,15,"9","1",1,1,"1",0,2,2,0,1,1,3,2,2,1,1,2,27,6,2,3,"2",2,1,2,5,11,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",17,3,"1","4",1,3000
"2387",18252,1,1,1,1,1,4,1,15,"13","1",3,6,"1",0,2,2,0,6,1,3,1,2,1,2,3,39,0,2,1,"3",1,2,2,5,15,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",14,0,"1","4",1,8000
"2388",18256,1,1,2,2,1,2,1,4,"Missing","Missing",1,1,"Missing",0,4,3,1,2,1,3,1,1,2,1,2,34,0,2,2,"5",2,2,2,5,15,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",18,1,"1","4",1,9707
"2390",18480,1,1,2,0,1,2,1,7,"Missing","Missing",1,1,"Missing",0,5,1,1,3,1,2,3,2,2,1,3,31,0,2,1,"2",1,2,2,1,18,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",13,2,"1","3",1,1000
"2391",18500,1,1,2,0,1,4,1,4,"Missing","Missing",1,1,"Missing",0,1,1,1,5,2,3,0,2,2,1,3,37,2,2,2,"6",1,1,2,4,9,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",10,0,"1","4",3,100
"2392",18535.92,1,1,2,2,1,2,1,20,"9","1",3,6,"1",0,2,3,0,5,4,2,5,2,2,2,3,40,0,2,1,"Missing",2,2,2,5,17,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",18,0,"1","2",1,600
"2394",41699.2,1,1,2,1,1,2,1,6,"16","1",1,1,"1",0,2,2,0,2,1,1,2,1,1,2,3,37,1,2,2,"2",1,1,2,5,16,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,6,"1","4",1,2048
"2396",18720,1,1,2,1,1,2,1,6,"Missing","Missing",1,1,"Missing",0,5,2,1,2,1,1,3,2,1,1,3,38,0,2,1,"Missing",2,1,2,5,17,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",10,2,"1","4",6,5000
"2397",24902.8,1,1,2,1,1,2,1,6,"2","1",2,2,"1",0,2,2,0,7,1,1,1,1,1,1,3,35,8,2,3,"2",1,1,2,5,6,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",20,2,"1","2",1,5000
"2398",42289.8,1,1,2,0,1,2,1,15,"13","1",1,1,"1",0,2,2,0,7,1,2,2,2,2,1,3,39,1,2,3,"4",2,2,2,5,13,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",14,0,"1","7",1,10000
"2400",NA,1,1,2,2,1,2,1,1,"2","1",1,1,"1",0,2,3,0,1,1,1,3,2,1,1,3,37,0,2,2,"3",2,2,2,5,13,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",14,12,"1","5",10,13000
"2404",69199,2,1,2,0,1,2,1,1,"2","1",2,2,"1",0,2,2,0,2,1,1,3,2,2,1,3,34,0,2,1,"4",2,2,2,5,9,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,4,"1","4",1,2300
"2409",19200,1,1,2,0,1,5,1,15,"Missing","Missing",1,1,"Missing",0,5,1,1,3,1,2,3,2,1,2,3,42,0,2,1,"2",2,2,2,5,16,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",10,2,"1","7",1,6000
"2411",21500,2,1,2,0,1,1,1,5,"2","1",2,2,"1",0,2,2,0,1,1,2,3,2,1,2,3,41,0,2,1,"4",1,2,2,5,18,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,4,"1","2",1,200
"2413",38273.6,1,1,2,1,1,2,1,15,"9","1",1,1,"1",0,2,2,0,5,1,1,5,2,2,2,3,43,0,2,1,"4",2,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,6,"1","7",1,6000
"2414",39902.24,1,1,1,1,1,2,1,6,"2","1",1,1,"1",0,2,2,0,5,1,2,2,2,2,2,3,37,3,2,3,"2",2,2,2,5,9,"Missing",1,"1","2","1",2,"1","2",3,4,1,2,"Missing",18,10,"1","2",1,800
"2416",49200,1,1,2,1,1,2,1,2,"13","1",1,1,"1",0,3,2,0,2,1,1,2,2,1,1,3,37,4,2,3,"2",2,1,2,5,13,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","7",1,8000
"2417",55200,1,1,2,0,1,2,1,2,"2","1",1,1,"1",0,2,1,0,2,3,1,5,2,2,2,3,40,0,2,2,"3",2,2,1,5,14,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"1","4",1,400
"2418",NA,1,1,1,0,1,2,1,7,"13","1",1,1,"1",0,2,2,0,2,1,3,2,2,2,1,3,38,0,2,1,"5",2,2,2,5,7,"Missing",1,"1","2","1",2,"2","2",3,4,1,2,"Missing",12,0,"1","5",1,12000
"2419",19240,1,1,2,1,1,5,1,14,"Missing","Missing",1,1,"Missing",0,1,2,1,3,6,2,2,1,2,1,3,21,3,1,3,"3",1,2,2,5,9,"Missing",1,"2","2","2",2,"1","2",9,4,4,2,"Missing",13,10,"1","4",2,7000
"2420",19272,1,1,2,0,1,2,1,7,"Missing","Missing",1,1,"Missing",0,1,1,1,3,1,2,2,2,2,1,3,15,11,2,4,"3",1,1,1,5,7,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",10,12,"1","4",3,2340
"2421",38205.96,1,1,2,0,1,2,1,15,"9","1",1,1,"1",0,2,1,0,5,1,2,2,2,1,1,3,36,0,2,1,"3",1,1,2,5,11,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",6,2,"1","7",2,2000
"2425",35500,1,1,2,1,1,1,1,11,"9","1",1,1,"1",0,3,2,0,2,1,2,1,2,1,1,3,36,6,2,4,"2",1,1,2,2,7,"Missing",1,"2","2","1",2,"1","2",3,4,1,2,"Missing",10,1,"1","2",6,11000
"2426",49500,1,1,2,1,1,2,1,15,"8","1",1,1,"1",0,2,2,0,1,1,2,4,2,1,1,3,48,0,2,1,"6",2,2,2,5,19,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,1,"1","4",1,200
"2427",50128,2,2,2,1,1,2,1,6,"13","1",2,2,"1",0,2,2,0,2,1,1,4,2,2,1,3,36,0,1,2,"3",1,1,2,5,11,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,11,"1","7",2,200
"2428",63168,1,1,2,0,1,2,1,15,"4","1",1,1,"1",0,2,2,0,2,2,2,3,2,1,2,3,32,3,2,2,"3",1,2,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,6,"1","7",1,450
"2431",19800,2,1,2,1,1,1,1,4,"7","3",2,2,"7",0,2,2,0,1,1,2,5,2,2,2,3,30,0,2,2,"2",2,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","7",1,800
"2432",28560.96,1,1,2,1,1,2,1,15,"13","1",2,2,"1",0,2,2,0,6,1,1,4,2,1,2,3,44,1,2,2,"2",1,2,2,5,18,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,1,"1","3",1,100
"2433",119900,1,1,2,1,1,1,1,2,"2","1",1,1,"1",0,2,2,0,2,1,1,4,2,2,2,3,44,1,2,2,"2",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"1","5",1,15000
"2435",34980.48,2,1,2,0,1,2,1,5,"15","1",2,2,"1",0,2,2,0,2,1,2,2,2,2,1,3,38,4,2,3,"2",2,1,2,5,16,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"1","7",1,1000
"2436",NA,1,1,2,2,1,8,1,15,"4","1",1,1,"1",0,2,4,0,2,1,2,2,2,1,1,3,30,8,2,3,"2",1,1,2,5,16,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",18,1,"1","7",4,1000
"2437",48132,1,1,2,0,1,2,1,4,"5","1",1,1,"1",0,2,1,0,2,1,1,5,2,1,2,3,38,0,2,2,"2",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",16,3,"1","4",2,1000
"2438",NA,1,1,2,0,1,2,1,4,"4","1",1,1,"1",0,2,1,0,2,1,2,2,1,1,1,2,29,0,2,1,"5",1,2,2,4,15,"Missing",1,"1","1","1",2,"2","1",9,4,4,2,"Missing",11,NA,"1","1",1,1000
"2442",48080,1,1,1,2,1,2,1,7,"1","1",1,1,"1",0,2,3,0,2,2,1,3,1,2,1,2,26,8,1,3,"6",2,1,1,5,4,"Missing",2,"1","2","2",2,"1","2",6,2,4,2,"Missing",12,10,"1","7",1,30
"2444",31876,1,1,2,1,1,2,1,8,"15","1",1,1,"1",0,2,2,0,2,1,2,3,2,1,2,3,35,8,2,4,"4",2,2,2,5,18,"Missing",1,"1","2","1",1,"Missing","Missing",9,4,4,2,"Missing",8,1,"2","2",1,1000
"2445",36380,1,1,2,0,1,2,1,7,"15","1",1,1,"1",0,2,2,0,2,1,2,1,2,1,2,3,31,0,2,2,"3",1,2,2,5,12,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,1,"1","4",1,2000
"2446",20148,1,1,1,0,1,1,1,15,"Missing","Missing",1,1,"Missing",0,5,2,1,3,1,2,3,2,1,1,2,41,0,2,1,"2",2,2,2,5,11,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",11,5,"1","4",2,5000
"2447",56160,1,1,2,0,1,2,1,1,"1","1",1,1,"1",0,2,2,0,1,1,1,3,2,2,2,3,40,2,2,3,"6",2,2,2,5,18,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",18,0,"1","4",1,11000
"2448",20202,1,1,2,0,1,2,1,15,"Missing","Missing",1,1,"Missing",0,5,1,1,3,8,3,2,2,1,1,3,22,0,2,2,"2",2,2,2,5,13,"Missing",2,"1","2","2",2,"1","2",9,4,4,2,"Missing",7,5,"1","7",1,3000
"2449",36676.32,1,1,2,0,1,1,1,7,"5","1",1,1,"1",0,2,2,0,6,4,1,4,2,2,1,3,45,3,2,1,"Missing",2,2,1,5,19,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,2,"1","5",1,3500
"2450",NA,1,1,2,0,1,2,1,14,"Missing","2",1,1,"2",0,2,1,0,2,2,2,2,2,1,1,3,33,2,2,2,"2",1,1,2,2,9,"Missing",1,"1","2","2",2,"1","1",9,4,4,2,"Missing",12,12,"1","1",6,200
"2452",20277.6,1,1,2,0,1,2,1,4,"Missing","Missing",1,1,"Missing",0,4,1,1,2,1,1,4,2,1,2,3,33,0,1,2,"3",1,2,2,1,7,"Missing",1,"2","1","1",2,"2","2",9,4,4,2,"Missing",14,0,"1","4",1,600
"2454",20311,1,1,2,1,1,6,1,2,"Missing","Missing",1,1,"Missing",0,5,2,1,2,1,1,3,2,1,2,3,42,0,2,1,"1",2,2,2,5,16,"Missing",2,"1","2","1",2,"2","2",9,4,4,2,"Missing",17,0,"1","4",1,2000
"2455",54384,2,1,2,1,1,2,1,2,"7","1",2,2,"1",0,2,2,0,2,1,1,0,2,1,1,1,35,1,2,2,"4",2,1,2,5,5,"Missing",1,"1","2","2",2,"2","2",9,4,4,2,"Missing",18,8,"1","4",1,4000
"2456",NA,1,1,2,1,1,2,1,15,"4","1",1,1,"1",0,2,2,0,4,1,1,4,2,2,1,3,35,4,2,2,"4",2,2,2,2,15,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,6,"1","2",1,10000
"2459",NA,1,1,2,1,1,2,1,16,"4","1",1,1,"1",1,2,2,0,2,1,1,5,2,1,1,3,45,3,2,3,"3",2,1,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,7,"1","4",1,8000
"2460",20400,1,1,2,1,1,2,1,7,"2","1",3,5,"1",0,2,2,0,2,5,1,2,2,2,2,3,37,3,2,2,"Missing",2,2,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",8,1,"1","5",1,80
"2464",45400,1,1,1,0,1,2,2,13,"20","1",1,1,"1",0,2,1,0,2,6,1,3,2,2,2,3,35,1,1,2,"3",1,2,2,5,13,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,1,"1","4",1,300
"2465",61572,2,1,2,2,1,2,1,2,"2","1",2,2,"1",0,2,3,0,2,1,1,5,1,1,1,3,32,1,2,2,"2",1,2,2,5,16,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",14,1,"2","2",1,3000
"2466",80400,2,1,2,1,1,2,1,1,"1","1",2,2,"1",0,2,2,0,1,1,1,4,2,2,1,3,43,0,2,1,"Missing",2,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,0,"1","4",6,200
"2467",122400,2,1,2,0,1,2,1,2,"2","1",2,2,"1",0,2,2,0,1,1,1,2,2,1,2,3,36,0,2,2,"2",2,2,2,5,15,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,7,"1","4",1,1000
"2468",70000,3,1,2,1,1,2,1,4,"4","1",1,1,"1",0,2,3,0,5,1,3,5,1,1,1,3,19,0,2,2,"2",1,2,2,3,5,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",12,5,"1","2",1,700
"2469",NA,2,1,2,1,1,2,1,3,"3","1",2,2,"1",0,3,2,0,2,2,1,4,2,1,1,3,43,1,2,2,"2",1,2,2,5,9,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",15,1,"1","4",1,54000
"2471",22048,1,1,2,1,1,2,1,20,"15","1",2,2,"1",0,2,3,0,7,4,2,2,2,2,2,3,44,0,2,1,"Missing",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,0,"1","5",1,0
"2472",43264,1,1,2,0,1,1,1,6,"5","1",1,1,"1",0,2,1,0,2,1,1,3,2,2,1,2,43,NA,2,1,"2",2,2,2,5,17,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"1","7",1,5000
"2473",70800,1,1,2,0,1,2,1,15,"4","1",1,1,"1",0,2,2,0,4,1,1,2,2,1,1,3,31,5,2,3,"5",1,1,2,5,7,"Missing",2,"1","2","2",2,"1","2",2,4,1,2,"Missing",14,1,"1","4",1,400
"2476",21000,1,1,2,1,1,1,1,15,"Missing","Missing",1,1,"Missing",0,4,4,1,2,6,1,5,2,2,2,3,38,0,2,2,"Missing",2,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",12,1,"1","5",1,20000
"2477",42000,1,1,2,0,1,2,1,2,"4","1",1,1,"1",0,2,2,0,2,1,1,4,2,1,2,3,42,1,2,1,"6",2,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,1,"2","2",1,30000
"2478",49080,1,1,2,1,1,2,1,3,"2","1",1,1,"1",0,2,2,0,2,1,3,1,2,1,2,3,22,0,2,2,"6",1,2,2,2,13,"Missing",2,"1","2","1",2,"1","2",9,4,4,2,"Missing",10,1,"1","7",1,1000
"2479",69000,1,1,2,0,1,2,1,2,"1","1",1,1,"1",0,2,1,0,1,1,1,2,2,2,2,3,39,1,2,1,"2",1,2,2,5,17,"Missing",2,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",16,2,"1","4",3,12000
"2480",78330,1,1,1,0,1,2,1,15,"13","1",1,1,"1",0,2,1,0,3,1,1,3,1,1,1,3,30,0,2,2,"4",2,1,2,5,11,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",14,9,"1","4",2,5500
"2481",47520,1,1,2,0,1,2,1,9,"15","1",1,1,"1",0,2,2,0,5,1,3,2,2,2,2,3,24,1,2,2,"3",1,2,2,5,11,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",10,3,"1","4",1,5000
"2482",NA,1,1,2,0,1,2,1,4,"8","1",1,1,"1",0,2,2,0,4,1,2,3,2,1,1,3,40,0,2,1,"3",1,2,2,5,11,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",16,0,"1","2",1,1000
"2484",43164,1,1,2,1,1,6,1,9,"8","1",1,1,"1",0,2,2,0,2,1,1,5,2,1,2,3,35,0,2,2,"1",2,2,2,5,15,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,11,"1","4",1,15000
"2485",NA,2,1,1,0,1,1,1,1,"3","1",2,2,"1",1,2,1,0,1,3,1,5,2,2,2,3,46,2,2,1,"Missing",2,2,2,5,19,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",10,2,"1","1",1,400
"2486",29028,1,1,2,0,1,1,1,4,"8","1",1,1,"1",0,2,1,0,2,1,1,3,2,1,1,3,46,10,2,4,"6",2,2,2,5,17,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",12,7,"1","4",6,30000
"2489",57548.4,1,1,1,0,1,2,1,1,"15","1",1,1,"1",0,2,1,0,3,1,4,5,2,1,1,3,40,2,2,3,"2",1,1,2,1,18,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",15,9,"1","5",1,11000
"2490",36883.08,1,1,2,1,1,2,1,17,"13","1",1,1,"1",0,2,3,0,5,1,3,4,2,2,2,3,40,0,2,1,"5",2,2,2,1,15,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",12,0,"1","2",1,10000
"2491",38500,1,1,2,0,1,1,1,9,"15","1",1,1,"1",1,2,1,0,2,1,1,5,2,1,1,3,25,0,2,1,"3",2,2,1,5,12,"Missing",2,"1","2","2",2,"2","2",9,4,4,2,"Missing",12,1,"2","2",1,1000
"2492",21528,1,1,2,0,1,2,1,15,"Missing","Missing",1,1,"Missing",0,5,2,1,2,1,3,0,2,2,2,2,27,0,2,1,"4",2,2,2,5,13,"Missing",1,"1","2","1",2,"1","2",3,2,1,2,"Missing",13,7,"2","2",1,160000
"2493",NA,2,1,2,1,1,2,1,6,"3","1",2,2,"1",0,2,3,0,1,1,1,2,2,1,2,3,37,1,2,2,"4",2,2,2,5,11,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,1,"1","2",1,3700
"2494",21600,1,2,1,2,1,2,1,1,"Missing","Missing",1,1,"Missing",0,1,1,1,1,1,1,4,2,1,2,3,40,1,2,1,"3",2,2,2,5,12,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,0,"1","5",1,470
"2496",38400,1,1,2,1,1,2,1,2,"8","1",1,1,"1",0,2,2,0,2,1,2,3,2,1,1,3,43,0,2,2,"3",2,2,2,5,17,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",14,0,"1","2",1,6000
"2498",44688,1,1,2,0,1,2,1,15,"13","1",1,1,"1",0,3,1,0,6,1,1,2,2,1,1,3,42,0,2,1,"4",2,2,2,5,19,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"1","2",1,7000
"2500",47600,1,1,2,0,1,2,1,4,"13","1",1,1,"1",0,2,1,0,5,1,1,3,2,1,1,3,44,0,2,2,"5",1,1,2,5,13,"Missing",2,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",17,0,"1","2",13,500
"2501",56880,2,1,1,0,1,1,1,2,"2","1",2,2,"1",0,2,1,0,1,1,1,4,2,2,2,3,46,0,2,1,"Missing",2,2,2,5,17,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,0,"1","7",1,100
"2503",63606,2,1,2,0,1,2,1,2,"7","1",2,2,"1",0,2,1,0,1,1,1,3,2,2,2,3,42,5,2,4,"2",2,1,2,5,14,"Missing",2,"1","2","1",2,"1","2",4,4,2,2,"Missing",8,2,"2","1",2,2000
"2504",48755.76,1,1,1,2,1,2,1,6,"3","1",1,1,"1",0,2,4,0,2,1,2,1,2,1,1,3,37,2,2,3,"3",1,1,2,5,14,"Missing",1,"1","2","1",2,"1","2",6,2,4,2,"Missing",18,1,"1","4",1,7800
"2507",24336,1,1,2,1,1,2,1,19,"14","1",2,2,"1",0,2,2,0,6,1,1,5,2,2,1,3,30,8,1,3,"5",2,1,1,5,11,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",14,2,"1","5",5,0
"2509",63840,1,1,2,1,1,2,1,4,"3","1",1,1,"1",0,2,2,0,1,1,1,1,2,2,2,3,39,0,2,2,"3",2,2,2,5,15,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,6,"1","2",1,3000
"2510",NA,1,1,2,1,1,2,1,16,"15","1",1,1,"1",0,2,3,0,1,1,3,2,2,2,1,3,37,1,2,1,"5",2,2,2,5,18,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",11,0,"1","4",3,5500
"2512",NA,1,1,2,0,1,2,1,4,"13","1",1,1,"1",0,2,2,0,5,1,1,2,2,1,1,2,41,4,2,3,"2",1,1,2,5,15,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,9,"1","4",1,7000
"2513",30190,1,1,2,1,1,2,1,14,"2","1",1,1,"1",0,2,2,0,2,1,2,3,2,1,2,3,37,5,2,3,"2",1,2,2,5,11,"Missing",1,"2","2","2",2,"2","2",9,4,4,2,"Missing",16,5,"1","2",1,2000
"2516",50000,1,1,1,0,1,2,1,7,"1","1",1,1,"1",0,2,2,0,1,1,2,5,2,1,1,3,37,0,2,2,"5",2,2,2,5,15,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",12,8,"1","7",1,7000
"2518",22100,1,1,2,1,1,2,1,2,"Missing","Missing",1,1,"Missing",0,5,2,1,2,1,1,5,2,1,2,3,43,0,2,1,"5",2,2,2,5,17,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",16,0,"1","2",1,2000
"2519",22100,1,1,2,0,1,5,2,20,"3","1",3,6,"1",0,2,1,0,6,7,1,2,2,2,1,3,39,0,2,1,"Missing",2,2,2,5,15,"Missing",1,"2","2","1",1,"Missing","Missing",1,4,4,2,"Missing",16,3,"1","4",1,5000
"2520",22100,3,1,2,0,1,2,1,5,"Missing","Missing",1,1,"Missing",1,5,1,1,2,1,1,5,2,1,1,3,47,5,2,3,"3",2,1,2,5,13,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",17,2,"1","2",1,30000
"2521",48100,1,1,2,0,1,2,1,14,"7","1",1,1,"1",0,2,1,0,2,1,2,5,2,1,2,2,39,0,2,1,"1",2,2,2,5,16,"Missing",1,"1","2","1",2,"1","2",3,4,1,2,"Missing",12,1,"2","4",13,25000
"2523",22139,1,1,1,0,1,8,1,13,"Missing","Missing",1,1,"Missing",0,1,1,1,2,1,2,2,2,2,1,1,35,0,2,1,"5",2,2,2,5,6,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",8,0,"1","4",13,0
"2524",32114.16,1,1,2,0,1,2,1,20,"16","1",1,1,"1",0,2,1,0,6,3,2,2,2,2,1,3,35,2,1,1,"Missing",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",8,0,"1","5",3,2000
"2526",22500,2,1,2,0,1,2,1,1,"Missing","Missing",2,2,"Missing",0,5,1,1,2,1,1,5,2,2,1,3,33,1,2,1,"4",2,2,2,5,16,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",13,10,"1","7",1,2000
"2528",31716,1,1,2,1,1,2,1,16,"13","1",2,2,"1",0,2,2,0,3,1,2,3,2,1,2,3,37,1,1,1,"3",2,2,2,5,15,"Missing",1,"1","2","2",2,"1","2",1,4,4,2,"Missing",19,0,"1","7",1,13087
"2529",38756.64,2,1,2,1,1,2,1,5,"4","1",2,2,"1",0,2,2,0,2,1,1,2,2,1,1,3,34,0,2,2,"2",2,2,2,5,18,"Missing",1,"2","2","2",1,"Missing","Missing",1,4,4,2,"Missing",15,3,"1","4",1,3000
"2531",22800,1,1,1,0,1,6,1,3,"Missing","Missing",1,1,"Missing",0,6,1,1,2,1,1,4,1,1,2,3,32,0,2,1,"5",1,2,2,5,15,"Missing",2,"2","2","1",2,"2","2",9,4,4,2,"Missing",7,0,"1","3",1,15000
"2532",43200,1,1,1,0,1,2,1,2,"2","1",1,1,"1",0,2,2,0,2,1,1,3,2,1,1,2,33,0,2,1,"2",1,2,2,5,18,"Missing",1,"1","2","1",2,"2","2",9,4,4,2,"Missing",13,1,"1","5",1,212000
"2533",72000,1,1,2,0,1,1,1,1,"7","1",1,1,"1",0,2,1,0,2,1,1,1,2,2,2,3,38,0,2,1,"5",2,2,2,5,15,"Missing",2,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",10,0,"1","4",1,0
"2537",23000,1,1,2,2,1,2,1,16,"13","1",3,6,"1",0,2,3,0,1,1,2,4,2,2,1,3,38,0,2,2,"3",1,2,2,5,18,"Missing",2,"1","2","2",2,"1","2",3,4,1,2,"Missing",15,10,"1","5",6,200
"2539",23000,1,1,2,0,1,2,1,4,"Missing","Missing",1,1,"Missing",0,5,2,1,7,1,3,3,2,2,1,3,24,4,2,4,"3",1,2,2,5,5,"Missing",1,"1","2","1",2,"1","2",9,4,4,2,"Missing",16,11,"1","4",2,1500
"2540",27914,1,1,2,1,1,2,1,20,"14","1",2,2,"1",0,2,2,0,6,1,2,4,2,1,2,3,41,0,2,1,"3",2,2,2,2,13,"Missing",1,"2","2","1",2,"2","2",9,4,4,2,"Missing",14,2,"1","4",1,15000
"2541",29600,1,1,2,1,1,1,1,20,"7","1",2,2,"1",0,2,3,0,6,3,1,5,2,1,1,3,37,2,2,1,"6",2,2,2,5,15,"Missing",1,"1","2","2",1,"Missing","Missing",1,4,4,2,"Missing",19,0,"1","5",1,1700
"2542",73960,1,1,2,1,1,2,1,2,"11","1",1,1,"1",0,2,2,0,1,1,2,4,2,2,2,3,37,5,2,3,"2",1,2,2,5,17,"Missing",1,"2","2","2",2,"1","2",9,4,4,2,"Missing",14,0,"1","2",1,3000
"2547",23400,1,1,2,1,1,1,1,2,"Missing","Missing",1,1,"Missing",0,2,2,1,2,2,1,5,2,1,1,3,35,7,1,4,"3",2,2,2,5,12,"Missing",1,"1","2","1",1,"Missing","Missing",1,4,4,2,"Missing",15,0,"1","4",2,3000
